username,payout,points,total_payout,total_points,total_wus,date_joined
ptqdl9xe07zq,9.79,23500,3226.23,11885399,368,2021-04-20T14:40:32.649Z
psupwrw9l4jz,58.93,419727,2319.93,15674168,217,2021-06-16T04:40:57.743Z
pswxbr0or48f,56.1,712400,6232.43,35471871,152,2021-04-04T05:13:41.976Z
pudyjkkdv3x3,4.89,12380,1232.08,2661868,262,2021-02-26T22:32:39.148Z
ps97ajf7wi6n,9.59,4940,135.49,118602,25,2021-06-27T14:03:55.577Z
ps5lffny77yt,68.17,384161,3603.19,24792677,322,2021-06-02T01:20:38.246Z
ps5zozsf14op,33.59,401063,1341.18,10184074,50,2021-06-20T23:39:48.303Z
pss6kh542y2r,9.73,14481,935.48,4488917,57,2021-06-08T13:02:08.135Z
ps0hmh60cz4p,42.44,353211,1481.38,10787392,146,2021-06-27T07:32:25.242Z
psm17l9drsu6,25.1,124863,5699.82,24054329,711,2021-04-14T23:22:22.268Z
pse0i6z0otuu,32.72,93368,4129.64,15881680,160,2021-03-28T22:07:43.7Z
psilyvovsk77,12.58,3246,1343.46,1462962,187,2021-04-18T21:27:03.493Z
prm189ng5rns,11.84,39700,1060.74,3960253,93,2021-03-11T17:13:03.373Z
pqhdakyb5qxf,9.97,13690,409.44,386187,45,2021-05-06T00:41:28.161Z
pr5srvllprlu,49.47,286983,3370.11,24224922,309,2021-06-02T01:48:15.343Z
prc2m6g4nl9y,15.63,84155,1019.68,7755769,39,2021-06-12T00:40:28.813Z
pr8jklghocx9,64.45,347551,2955.1,19477148,266,2021-06-07T15:03:37.731Z
pr24vtmzomj1,12.82,43965,1195.11,3857855,147,2021-06-08T12:07:47.934Z
prcljqe69gch,21.07,347891,6769.73,81883499,930,2021-04-11T00:21:41.141Z
pq1wp29a2w4f,57.98,345569,2472.32,17141283,235,2021-06-16T04:43:03.933Z
prf7v6ozp22w,15.02,55489,1805.57,14719060,114,2021-05-09T14:21:05.398Z
pqormvqlirzk,9.79,3310,1087.74,1144323,240,2021-05-04T17:13:10.351Z
ppu1kgv84mor,51.09,555230,6818.45,59891105,473,2021-05-03T03:32:30.99Z
pms4i2em0p2j,31.69,190323,1751.36,12634442,167,2021-06-22T09:58:15.347Z
pojejd1jrvc9,16.23,83666,577.67,5923743,26,2021-06-01T21:21:21.619Z
pnnum8bx0t45,31.98,193402,1993.27,14314911,212,2021-06-22T09:53:12.996Z
pn696tksl2fx,9.56,10838,280.56,192160,52,2021-06-27T14:01:16.739Z
po963rjm3wsp,36.85,259580,3082.12,19944985,505,2021-06-02T19:10:19.11Z
pmnalwjv458u,36.19,249409,1325.93,9619869,134,2021-06-28T10:22:39.377Z
pmhq8hhhwede,14.34,7881,889.54,1643337,115,2021-05-08T22:42:29.90Z
pouqkzmghb9b,12.27,4940,1732.23,1300406,277,2021-03-03T18:51:30.641Z
pof79i8wmjas,5.55,11037,456.02,958608,74,2021-05-12T12:01:58.804Z
pmrd8cpdv1a7,19.71,43500,795.29,2459613,108,2021-03-04T05:22:48.96Z
pmbpdz1bz1vy,11.9,4040,336.53,206768,88,2021-06-19T23:02:30.60Z
plhv5reikjbs,30.2,174546,2142.61,12186754,210,2021-06-14T00:27:29.525Z
pl7nwns0u7z5,59.85,364310,2622.71,17388884,225,2021-05-26T02:28:42.372Z
plbfbrici9mf,14.54,7350,468.52,1480019,95,2021-06-28T21:05:26.81Z
plp8mf6v03kx,24.65,120951,4426.52,28489971,129,2021-05-02T22:04:30.687Z
pkmqi69h1ab0,62.42,364097,2021.46,14072579,189,2021-06-17T02:51:55.697Z
pjyd9tf3do1y,46.52,247489,3150.81,21241919,282,2021-06-04T02:39:39.685Z
pl7cye5gqiu8,9.92,8549,281.3,1101995,33,2021-03-31T20:21:55.943Z
plf4r1wxnt8y,35.25,236065,9092.9,45493227,1141,2021-03-12T01:29:40.205Z
pm9vipedjobd,9.79,5284,7868.47,4851052,621,2020-04-18T18:16:02.565Z
pivl7khw3dgh,13.71,16368,1901.64,2249959,240,2021-02-26T20:16:29.506Z
phwzy5sy29ht,9.7,4032,332.14,110239,38,2021-05-18T10:27:18.588Z
pi7ljn4dp6ye,39.51,300150,5324.73,35164051,150,2021-03-07T14:19:40.654Z
pjfdug8k8761,15.67,141436,1694.16,6753787,297,2021-01-31T04:42:41.917Z
pjia403hugon,21.68,130676,1085.84,5985263,55,2021-06-02T18:41:58.11Z
pjulp453nik0,14.58,3310,1558.79,1111073,201,2021-02-26T19:27:55.871Z
phiiekwvx4pq,73.99,1999551,3816.18,83061746,325,2021-05-16T08:58:50.208Z
pik9w5crbatk,13.27,21498,2234.61,8174336,250,2021-05-06T12:38:00.462Z
pgzk8mt4qs1s,68.12,752823,8798.73,104111426,610,2021-03-15T09:09:52.852Z
pjad7ustevgl,9.56,7771,1108.33,1709484,304,2021-05-18T02:32:31.564Z
pfhxxen12lxi,36.07,247620,963.99,6822837,96,2021-06-27T14:57:21.438Z
pf1jtm4a7474,30.24,315028,1315.83,9165143,52,2021-06-15T02:50:47.885Z
pfjt2woa4rnv,57.67,264972,2645.68,17394600,243,2021-06-07T15:04:59.245Z
pf9phnw52a0r,26.13,133794,12806.86,44698522,1047,2021-02-24T18:45:40.261Z
pf6scev010do,42.05,346234,4168.16,24656381,123,2021-04-27T18:06:31.606Z
pe4kwegb336o,33.1,208461,5472.04,31519749,247,2021-04-28T12:15:54.889Z
pgkeb5n5sya6,62.14,339971,3847.06,18742433,607,2021-04-26T05:09:30.237Z
peexbve2vxq0,59.44,399030,5523.18,43319781,397,2021-05-16T06:54:26.993Z
pexfkarw6rmt,28.95,84419,1895.2,7978020,168,2021-05-06T14:00:26.176Z
pfw1w9aj0a2q,14.15,91250,114958.08,208401442,3306,2019-06-12T10:50:22.599Z
pdzt00dabv0x,29.16,163489,1532.97,10716959,144,2021-06-27T14:56:55.437Z
pc239qdea6ar,40.21,313018,1519.26,10765027,150,2021-06-27T15:00:34.985Z
pbslu23i149n,48.33,482289,1641.78,12013786,158,2021-06-27T07:25:13.242Z
pdr570plbeyg,36.22,249910,1324.22,9551113,119,2021-06-27T15:00:49.819Z
paew6jvbdkz8,9.68,7040,271.49,205728,55,2021-06-27T12:51:10.307Z
pc61p5zn03ey,46.74,443830,1687.2,12301062,163,2021-06-27T02:15:27.354Z
pcgcwfk0plek,44.18,388244,5287.17,35142897,271,2021-05-07T15:37:46.249Z
pct18ky8nsvq,54.66,378922,4797.91,36923847,266,2021-05-20T04:52:53.60Z
p9uw2fu7l32c,23.89,114414,6899.59,50104825,431,2021-04-12T15:50:17.815Z
pa7hu20qr076,50.9,205130,2889.73,10099503,376,2021-03-11T04:34:29.89Z
p9hypnx3uyik,23.99,321162,2108.65,16885873,83,2021-05-19T20:29:24.251Z
p9beaovhpzgk,9.79,3310,280.94,195796,59,2021-06-27T14:03:34.99Z
p9udsj95psbu,74.48,468007,2077.62,14690453,193,2021-06-17T02:51:19.424Z
p8esjeq75gv3,41.54,337085,1333.95,9524942,131,2021-06-28T10:30:16.998Z
p9o9p5r0uo4e,42.89,361183,4897.71,34397321,404,2021-05-05T18:22:37.340Z
p9uj0z9qnda9,7.16,7664,322.96,209957,38,2021-06-02T01:51:40.663Z
p9o82ax76qfr,43.37,371433,4585.34,22153026,140,2021-03-31T17:09:07.315Z
p8ao8zonshfc,19.74,52095,3086.78,6236051,345,2021-03-16T16:29:49.22Z
p87kw8cs7mh0,47.62,464970,9205.86,45529364,198,2021-03-19T09:48:12.773Z
p9e5glw3u9j2,20.6,1318485,21757.83,244399591,1342,2021-02-26T00:17:44.68Z
p6tu2s0mmhtq,12.3,14003,913.97,1963105,111,2021-05-20T16:42:09.949Z
p85vsgkzfqi8,9.72,8368,348.75,235505,58,2021-06-24T16:33:04.75Z
p7rk754kgk8n,37.25,265574,909.54,6588361,80,2021-07-06T03:00:43.742Z
p6wbwtfbcncp,21.19,179881,1046.42,7702556,41,2021-06-20T23:39:21.747Z
p6hdvx8udpdm,46.86,446570,1488.48,10885836,145,2021-06-28T10:22:17.805Z
p7vcrrr2xn0z,41.27,142676,1778.63,8088558,119,2021-05-26T03:13:32.601Z
p7v34802cbma,39.26,296322,33604.23,19784887,266,2019-04-20T13:04:32.342Z
p6asf6m7dnip,30.26,473170,1126.62,8393870,41,2021-06-12T01:27:42.733Z
p77yaedxu69a,57.35,488826,10655.29,96784892,621,2021-04-19T14:07:21.207Z
p69kqkd58thc,9.51,27147,960.68,1991753,207,2021-05-17T03:44:30.816Z
p4yhqevr4zek,9.92,21175,1489.54,12965794,80,2021-06-01T17:31:46.328Z
p5dmhe5e7gno,43.39,371774,1785.0,13194098,50,2021-05-18T18:59:51.983Z
p61nj3y8276f,64.07,328592,3339.84,22483902,294,2021-06-04T02:34:51.222Z
p4s5rxblobkx,34.09,221134,3549.33,22365223,163,2021-05-24T03:20:38.265Z
p54lm4e1syxc,9.97,6492,3571.27,18463173,267,2021-05-17T22:07:05.445Z
p4oykan34t9k,46.04,241694,7998.0,78141067,532,2021-04-26T03:34:29.76Z
p4cwu3edbf9q,48.93,496754,2618.67,22127719,88,2021-06-13T18:13:16.458Z
p4yxycn7edg8,32.92,206156,3939.95,24653725,199,2021-05-20T04:40:10.346Z
p4ot8qu7c7al,9.97,8133,483.96,471027,56,2021-05-14T06:50:18.842Z
p4569h3yiwnq,7.5,7927,632.42,565753,87,2021-06-06T15:50:44.843Z
p3lvgwqk4qyb,43.37,371407,914.68,6381073,75,2021-07-01T05:59:50.352Z
p34uh2g6ed90,18.68,53100,1485.99,4033042,233,2021-05-03T21:41:11.999Z
p3qc4ym503s4,46.91,236328,3132.49,22125237,404,2021-05-25T01:19:49.345Z
p4224kzi44sf,9.98,6878,1710.01,6531656,160,2021-05-26T02:33:55.572Z
p300sd70ro53,39.94,308219,1607.53,11833786,150,2021-06-27T14:54:52.884Z
p2atpzjh86yl,6.18,3310,239.9,105657,33,2021-06-03T15:51:37.90Z
p3dr1lme0jnz,37.28,266056,4181.89,23676984,228,2021-05-07T08:23:44.59Z
p2qwk9bovcan,9.77,4510,19.6,11550,4,2021-07-14T02:09:32.445Z
p2e63g3bl0so,42.72,358197,1643.56,11988529,150,2021-06-27T07:27:42.978Z
p43bgs5h7kvv,9.89,5963,1519.37,1072756,170,2021-01-07T12:23:35.757Z
p1k92hieanxs,34.13,221730,1097.94,8086587,105,2021-06-28T10:23:25.121Z
p1a2dbypq7lv,16.14,61670,1184.83,5430981,132,2021-05-19T14:30:01.205Z
p1u6q0ojdg2y,63.73,324619,3377.83,23060942,299,2021-06-04T02:34:54.585Z
p19vb965by20,12.61,14789,2073.74,2505629,304,2021-03-09T15:41:06.934Z
p162t3cfgqy1,41.93,343982,1190.43,8699730,125,2021-06-27T02:17:27.591Z
p1aiez0uv9u9,31.39,187146,3797.61,23353919,111,2021-05-03T10:07:58.353Z
p26x9xitvztd,43.39,371700,3415.54,19673451,634,2021-05-27T02:59:31.265Z
p1k71wdklugs,12.81,3460,32.24,11710,5,2021-07-15T15:07:21.972Z
p1ujzsvn3flh,28.97,161449,1752.97,7065502,124,2021-05-26T10:57:14.200Z
p17nrd4lggfw,12.0,8627,2122.17,4929489,232,2021-03-29T15:09:19.803Z
p0spyxsrgfkw,23.72,112870,2508.2,14811875,116,2021-05-31T09:27:53.813Z
p0tzr6glwo1p,41.36,333791,1565.81,10912153,151,2021-06-22T09:59:25.239Z
p0dx8gdl4wgk,28.39,398013,1033.31,7207098,40,2021-06-20T23:38:38.355Z
p0srlg65tnme,38.52,284985,1672.49,12158505,156,2021-06-23T14:59:32.767Z
p058owifc282,61.4,415508,3000.77,20696738,281,2021-06-07T15:04:43.933Z
oztvzlo34hd1,9.67,3100,38.96,16335,6,2021-07-14T01:59:31.251Z
p0u54e9gd7fy,55.27,255754,3096.22,15531414,251,2021-05-25T14:58:46.994Z
ozolsmc017yd,35.15,234797,2915.45,18398842,145,2021-05-31T09:29:52.687Z
p0k92vf2vpos,12.86,4040,2088.04,2624127,247,2021-02-20T00:20:32.140Z
ozti4wt5r5e1,26.24,427192,5245.58,54653228,2397,2021-05-13T12:28:37.116Z
ozj2gg07ghq8,45.4,235325,1964.99,13741797,191,2021-06-17T02:51:05.769Z
oyjtyefyoh8t,107.6,1763349,4464.07,64243744,309,2021-06-06T12:40:58.635Z
ozdp2v4upe00,24.15,116627,2456.95,14412697,287,2021-05-27T17:08:49.479Z
oyrxo6vlbero,9.84,17429,493.98,6250764,49,2021-06-19T16:53:22.398Z
oyxygafpych1,14.23,18489,376.11,374526,45,2021-06-15T15:42:44.82Z
oyywdn7193uv,25.29,80752,1511.33,6917144,74,2021-05-13T19:29:13.166Z
ozdzaltdb0tx,9.69,3100,2334.8,11965871,154,2021-05-11T03:55:40.287Z
oyepjmw9o70b,14.83,20009,666.76,1313849,93,2021-06-01T20:40:35.486Z
oz64tfs8m1n8,21.08,93127,5583.22,27752416,611,2021-04-20T03:42:58.738Z
oyenzxrvdbm5,76.64,629542,20998.64,125519969,1346,2021-02-24T22:13:18.233Z
oxmidjs5bvll,49.46,510228,1398.71,20154830,149,2021-06-30T09:25:01.819Z
oxmh54kxg2ow,13.44,6970,606.57,416173,73,2021-05-29T03:51:46.244Z
oxk5z23omkeg,9.75,7941,2534.0,11779079,225,2021-05-07T00:02:14.272Z
owwjfej0ngsp,32.44,200000,2009.57,8389962,134,2021-05-23T07:37:43.459Z
oy25poz59ohk,13.24,45782,2323.38,9059172,359,2021-05-16T11:54:23.864Z
owqs0x7pe740,36.17,249132,1558.65,11415019,160,2021-06-27T07:29:01.357Z
oxu615c61jlg,33.13,208901,10226.19,49374887,210,2021-03-28T16:31:03.828Z
ox17fti091dj,8.9,43500,10048.76,23479964,793,2021-02-16T21:23:30.26Z
owrri5g2oy7e,40.41,1375903,3166.24,46843730,261,2021-05-06T22:58:51.162Z
oxy29kxkt17n,63.55,666680,17901.51,128050007,1631,2021-02-27T19:24:28.549Z
owaxah0hp67m,48.42,256895,1796.52,12349612,184,2021-06-17T02:51:01.831Z
ov3zq77mpi9x,24.43,119041,1785.05,7438954,217,2021-06-06T01:59:43.397Z
ov2p9ntgz9px,13.74,23379,762.35,1143422,145,2021-05-19T09:04:30.261Z
oufpyf2b28ho,41.43,334968,1600.46,11500844,153,2021-06-27T14:57:14.418Z
ovse9j6al8ao,42.26,349978,1002.36,7475109,93,2021-07-01T06:04:37.863Z
ow2kcgjh621m,13.15,5964,127.95,235455,17,2021-04-16T19:24:23.219Z
ovuyjvnq2blm,13.16,11678,1110.73,1545175,221,2021-05-02T00:04:37.468Z
ou73nxbtcw0y,57.12,516023,12829.74,69661312,922,2021-03-26T04:31:16.919Z
ouciqmyjl0tp,55.39,322371,14282.31,64168111,1033,2021-02-25T20:54:00.446Z
owl53ydrlmy1,9.77,29646,4114.11,25597649,429,2021-05-01T14:07:29.255Z
otkp5zlzha06,14.13,6196,403.31,175350,45,2021-05-25T19:07:18.660Z
ot8cnbwvr0h7,42.15,348022,3776.91,28760630,502,2021-05-20T04:09:09.665Z
otopfd92qckj,14.38,6303,753.78,1341614,123,2021-05-09T12:50:01.556Z
otiv6vpzvv0m,40.89,325267,12002.23,44663282,1482,2021-03-08T15:08:53.866Z
otk7vkdcb2w0,30.77,180539,12328.81,29114108,335,2021-02-16T20:25:36.68Z
oto17mxsfhhp,23.57,78687,1796.57,5628941,251,2021-05-11T22:51:26.710Z
otwv0713v07n,65.31,992572,16874.56,115414964,2229,2021-03-08T23:52:25.906Z
ou4sv1p8ltek,9.86,3000,1693.99,568638,244,2021-03-05T00:48:06.403Z
oszu9j0zvb9t,31.74,122234,5585.44,38940756,323,2021-05-07T08:39:39.632Z
ospudq78a3t0,37.81,274210,1414.87,10100168,142,2021-06-27T02:16:11.316Z
oqiqhrlbzfgn,42.76,358938,1627.96,11632498,164,2021-06-27T07:29:25.552Z
oqf5h88yw3n3,39.93,136539,4137.34,41225270,253,2021-06-08T11:48:41.244Z
or7vbmx5e0f9,27.84,474232,4935.45,53326463,426,2021-04-12T20:49:53.544Z
oqfr801hyb4c,9.72,8368,3856.85,2421167,388,2021-01-18T14:14:47.531Z
oshc53qzqnci,17.93,53654,13100.13,77034829,916,2021-03-10T11:21:52.277Z
orxfr3k8z880,5.64,10838,3697.97,8362712,613,2021-03-15T18:17:22.649Z
orh487hrfl22,15.12,17117,1795.18,7191570,247,2021-05-10T22:37:48.219Z
oq56mrgodfp4,42.28,350299,1433.99,10285293,131,2021-06-28T10:27:23.603Z
osjbo3jd9zrz,69.45,533949,5389.48,47669547,1108,2021-03-01T08:25:04.41Z
oq2cjkrwxlqh,59.41,405704,8306.46,32731248,295,2021-03-08T12:23:59.560Z
ooqi3vu33nwm,39.69,303760,2180.7,16760104,64,2021-05-18T01:49:44.616Z
ooh7oua6atm1,9.93,6457,4420.83,36285928,327,2021-04-05T11:53:44.402Z
ootxez5xodxx,65.52,350138,2659.22,17497895,245,2021-06-07T15:08:43.979Z
ool8hdwoui8m,35.44,238387,897.78,6798199,81,2021-07-01T06:06:24.23Z
ookgoqso7qu6,9.86,3000,720.68,726898,98,2021-04-24T18:51:54.181Z
oo4prrut5332,9.55,9692,458.28,345883,55,2021-06-12T01:22:21.274Z
op4izcovc3ro,65.61,479992,3461.51,23918060,329,2021-06-02T01:47:39.423Z
oobuvp31k2jz,54.99,333582,4440.92,30336558,381,2021-05-21T00:00:45.122Z
opo2js9ihp50,4.29,20036,48527.53,363581390,2957,2020-12-01T07:53:42.630Z
onuwnqkl83u1,8.69,42987,160.35,449039,34,2021-07-09T16:25:53.264Z
onkrz7qitivz,14.76,8773,425.56,338139,57,2021-06-08T01:26:34.182Z
onb6iikx9uny,6.99,4374,378.66,126258,45,2021-05-26T14:29:51.928Z
onj1b775p8uy,9.82,3310,2909.4,15415692,193,2021-04-23T12:51:54.226Z
on2rmv6tp3e1,6.41,6200,626.98,1071399,114,2021-05-20T13:16:17.88Z
on16trle979s,37.32,266745,1660.9,11945054,158,2021-06-23T14:56:44.51Z
onora4duzmu3,75.92,673948,7822.11,71023033,644,2021-05-02T22:09:09.722Z
ompcsrtdcw79,33.11,208544,538.55,3431561,21,2021-06-29T15:50:55.980Z
on2nah414tgp,36.13,127874,74382.05,141259686,1193,2020-10-26T14:33:55.250Z
onizfpmc5ar0,9.69,10987,938.58,915857,199,2021-04-30T08:32:52.817Z
omwload0gi8e,24.79,73219,2156.08,8553366,274,2021-05-27T23:37:00.493Z
olu3ii9co2yn,13.64,13263,336.98,343370,39,2021-05-15T21:45:20.577Z
omok7h048w6u,33.84,217948,1506.37,7629775,62,2021-06-08T15:16:03.250Z
omeqyzmjqeo0,46.53,438815,1349.16,9774077,121,2021-06-28T10:28:35.471Z
om7j3avmpw4i,38.23,280599,1827.42,12937680,186,2021-06-22T09:57:54.163Z
omfixd5tqdu3,9.54,7324,11567.76,6810748,566,2020-10-04T01:57:14.830Z
olmmjqqx4j1o,32.0,259581,1859.06,10815814,70,2021-04-26T19:00:28.239Z
olzejqzr0t57,19.1,106132,2661.03,10131461,220,2021-04-22T05:12:02.801Z
oltcvcjj8zlb,5.6,9276,715.63,1809345,138,2020-09-11T18:05:33.697Z
oma8gzwcgs1e,18.46,160189,2175.67,17152380,85,2021-05-19T20:29:19.324Z
olr1yr8u2xq6,28.58,383926,1696.61,13528377,68,2021-05-30T13:52:39.643Z
ok2ltox6bnxj,56.94,836712,1737.03,10082791,293,2021-05-20T05:24:06.707Z
ojwzrq4zg6p5,36.18,117802,2557.27,17225374,234,2021-06-07T15:05:11.633Z
ol3a379px51m,41.71,340131,961.6,7041820,82,2021-07-01T06:06:20.941Z
oj0bmoxdju7m,53.8,635880,6125.22,65219075,572,2021-05-15T03:00:53.515Z
oiy6sibv3f0b,19.86,50796,1880.15,11773959,207,2021-05-18T06:07:44.154Z
ok74xlhbwz8b,3.03,16231,3903.01,11850633,607,2021-03-10T14:38:14.463Z
olkbgfo9bpsa,5.92,39700,6533.93,35061271,580,2019-08-14T13:52:05.168Z
ojfy4fvsdxxd,4.92,30990,3382.27,8113822,753,2021-03-10T17:10:21.150Z
ojitlm6wqsqv,17.36,42908,13841.29,108994557,1132,2021-03-10T09:24:52.4Z
oixzyr175gor,25.3,200035,3389.9,26689536,206,2021-05-09T19:01:15.812Z
ohckee85yppa,9.79,3310,506.39,1104676,71,2021-05-06T19:50:59.999Z
ohkgdqc3bcse,9.72,8368,675.92,501100,81,2021-05-06T12:21:14.269Z
oi1d0rtay278,22.13,100458,1414.65,10194358,137,2021-06-28T10:27:16.943Z
ohxexd7ydl9o,9.79,4090,337.85,137430,62,2021-06-13T15:16:43.727Z
ohgyje3g7oxl,9.67,16020,1284.41,4349612,165,2021-06-05T19:58:38.984Z
ohucna0e2di7,47.13,453119,1693.48,12459411,166,2021-06-23T14:59:12.640Z
ohrwtc66goa4,9.62,6237,496.72,269241,57,2021-06-02T18:36:22.970Z
oit4vf5dqt52,55.58,278135,5025.12,46255415,529,2021-05-14T01:55:41.8Z
ogpr1ys0o568,45.06,406756,3994.79,23709310,115,2021-04-29T15:07:54.468Z
oh3zbpvhom5a,17.05,44813,40353.97,113956446,3220,2021-01-11T11:07:14.777Z
of3byw19ct7o,36.57,157226,3041.26,16705333,137,2021-05-25T16:26:47.35Z
ogel9h38r9jd,43.84,381201,1680.5,12145660,159,2021-06-23T14:55:04.109Z
ofyp5yvbq4ja,53.0,610921,267.91,3093623,97,2021-07-08T17:58:44.234Z
of38n3z7219s,32.05,195075,1679.89,12110398,167,2021-06-23T15:00:10.917Z
ogj82dl8dw0z,44.53,395625,1110.96,8386169,100,2021-07-01T06:01:32.654Z
ofsz7fxax7v5,9.67,3100,491.43,348124,60,2021-05-08T05:34:25.458Z
of90xd5b414f,13.86,5110,471.67,137610,60,2021-05-17T09:43:49.741Z
of8d7njkw248,64.95,1228339,11889.25,132359673,1105,2021-03-10T15:53:13.765Z
oe762rype96p,30.68,179546,1873.36,9705451,77,2021-06-08T22:09:39.660Z
oeoo5i69j7pp,22.47,102823,5942.32,18977359,212,2021-03-27T22:48:46.148Z
od945v01and7,39.14,294544,1635.34,11945007,154,2021-06-27T02:18:10.123Z
ocou0pmz82qa,7.39,6219,1058.1,1037623,132,2021-04-12T11:11:33.447Z
octqxjz66tdz,46.55,439104,1570.88,11208961,150,2021-06-27T14:59:10.299Z
oe0oob6mi1kx,61.56,572980,2048.41,18959370,124,2021-05-02T13:47:08.895Z
od3a9pg78ldh,46.55,439094,1218.9,8824693,110,2021-07-01T05:59:23.373Z
odn6bonpgyvv,11.62,38729,2153.63,16565376,280,2021-05-03T18:35:41.761Z
odw0p0rytueo,19.53,82329,8413.74,43361300,622,2021-03-08T18:32:23.63Z
ocltwhnoy9oz,26.61,137985,3146.5,20331967,111,2021-05-16T13:59:51.195Z
obpop42pd721,28.69,211578,2206.74,11336152,98,2021-05-04T11:46:17.238Z
octmdht4cz44,17.47,147711,2757.82,20287075,514,2021-05-06T22:21:45.545Z
oazc7pcdvkx5,36.95,261054,1768.85,12370351,190,2021-06-22T09:58:22.807Z
oajao4k7nibw,33.86,218231,1948.63,15933729,63,2021-05-18T01:50:30.540Z
oabcans3h378,9.73,9358,291.04,198561,53,2021-06-27T12:34:17.586Z
ob4i4sjmhody,14.68,9799,1054.79,973449,134,2021-03-04T17:34:09.350Z
ob66kxw7tko3,9.59,19128,808.84,1575328,106,2021-04-27T00:31:16.931Z
oamnjzfppb2y,28.23,153586,3533.94,20055985,176,2021-05-23T16:08:37.310Z
ob0yuzw27iv5,40.01,309541,4946.52,29730770,352,2021-05-10T06:55:39.449Z
ob52dfz68v82,27.64,115650,3588.34,15230140,424,2021-05-05T00:30:01.732Z
o9w8ywgz3rnk,46.9,1140735,8589.98,132716856,910,2021-03-10T02:58:54.683Z
o9xj2ep2dhxp,62.8,337875,3546.63,24436376,310,2021-06-02T01:19:45.366Z
o76ty2bmq8yw,6.32,5560,119.5,73361,19,2021-06-30T00:36:42.703Z
o9tg2x6m7i44,20.9,91879,1233.69,5989476,53,2021-06-16T07:27:28.20Z
o8pdmwa4ujvf,32.2,125357,3069.05,21370625,278,2021-06-07T15:06:49.866Z
o796gu3fzy83,55.28,252193,2367.96,15856255,231,2021-06-07T15:05:35.903Z
o8if82pa9ve4,9.93,6100,498.44,534803,76,2021-06-12T06:00:58.589Z
o6sr313wkjiu,34.08,221066,1350.71,6625571,57,2021-06-12T06:20:28.66Z
o7rma86cymmc,70.97,1627826,14348.42,184184448,1616,2021-03-16T23:23:02.268Z
o72pewy3sku6,24.63,216643,3530.4,28644344,117,2021-05-24T14:19:33.490Z
o7t981s3z94n,54.41,655154,21339.44,150968217,1649,2021-02-28T20:08:41.735Z
o8xpl3hixzpd,9.66,12893,1684.48,3767167,234,2021-03-12T02:31:48.79Z
o64u2gzfhz8o,44.0,1331395,1891.87,34001051,1160,2021-07-03T21:00:01.998Z
o4jrelyw3xww,35.89,244175,995.96,7324887,86,2021-07-01T06:04:44.653Z
o6e35jc8de6w,46.66,441886,1116.58,8286437,99,2021-07-01T05:58:57.179Z
o48ltdrbkzuw,9.66,12902,108.71,231616,87,2021-06-25T22:04:36.346Z
o4efzvbl6omm,35.67,125055,4579.71,17654136,179,2021-03-27T22:49:38.648Z
o3x7n5012wf0,33.16,475678,3088.96,20788830,87,2021-05-23T14:02:45.749Z
o5w6dparamru,51.95,314185,1959.31,13823036,177,2021-06-17T02:51:22.982Z
o4igee7y5x9x,55.03,249675,2716.53,18613640,247,2021-06-07T15:10:26.341Z
o5ta9ogpkvgw,5.77,12610,31031.5,5395104,4307,2019-04-12T17:10:10.941Z
o3t09tgoj60x,4.81,5795,5837.62,10507898,776,2021-02-15T02:11:31.886Z
o1p61t3adhy3,44.91,403567,1665.1,12283107,163,2021-06-27T07:29:47.715Z
o296vtuktgb1,9.68,24633,1251.79,8550858,54,2021-04-27T09:29:30.451Z
o2riiq6tns28,57.35,337355,3507.74,24473774,320,2021-06-02T01:47:43.508Z
o2qy70hp9dcr,15.2,9058,1329.08,4421793,139,2021-05-11T21:11:38.747Z
o3a9ha5okm8u,57.85,374091,3048.66,21014738,290,2021-06-04T02:40:40.877Z
o3mvj567t9cw,29.3,164985,5473.89,36672189,1086,2021-05-04T21:16:39.916Z
o2gtmta8gvw4,12.28,27058,3048.31,6245094,316,2021-03-05T08:30:43.368Z
o0vpbg800uia,33.94,219236,1354.31,6515158,57,2021-06-16T07:26:49.486Z
o1067bwsvl5d,10.1,32122,1589.63,6112178,418,2021-06-07T15:04:31.979Z
o3jjemfms8nc,3.26,4940,5546.94,1351858,850,2019-07-22T17:44:54.806Z
o0isi6rrmoye,9.86,8980,145.39,84537,32,2021-07-04T02:01:11.449Z
o051pn6o3dce,28.32,154597,1892.45,13582409,201,2021-06-22T09:55:26.705Z
o0cmp9pd6q10,9.56,10838,666.09,523594,102,2021-05-11T08:25:06.92Z
nzzdyzezu52b,69.55,465513,3550.75,25328690,322,2021-06-02T01:21:56.454Z
o0ica52rfemj,20.8,91207,2306.75,15976025,102,2021-05-31T09:25:36.216Z
o0szss9f376r,74.84,661935,8980.18,83188840,711,2021-04-20T10:51:55.710Z
nzxt3ezozxzn,50.98,552000,4300.17,50308205,351,2021-05-05T10:50:57.608Z
o06f5dceg7dj,15.22,29603,1708.92,5252914,209,2021-05-14T06:46:11.20Z
o0c1l478ot3p,9.86,6054,1330.13,1899450,139,2021-03-29T14:44:12.687Z
nzyczzyabbha,33.5,213597,1883.08,13109812,187,2021-06-22T09:52:37.540Z
nzvu811kcqct,6.48,9984,817.28,4640573,102,2021-05-19T13:56:33.61Z
nzo11xbqhzsm,9.62,6510,67.95,24230,10,2021-05-23T07:08:57.475Z
