username,payout,points,total_payout,total_points,total_wus,date_joined
nznytetr3nr4,20.97,92394,272.84,1142207,24,2021-06-01T17:40:51.10Z
nzgw3ryph2jc,9.64,3460,29.3,26196,6,2021-07-15T02:27:04.415Z
nzpp5soblqrb,29.97,349166,1078.92,9410734,41,2021-06-15T02:06:52.453Z
nz87qflp5k3u,41.65,448841,5787.43,25224725,110,2021-03-13T13:44:49.119Z
nzt0gicgpqwr,37.37,145482,1771.73,5993642,210,2021-05-17T20:15:18.634Z
nyz59m4gasvo,58.07,784091,801.73,7346091,83,2021-06-26T02:54:39.80Z
nyxy99yxfoid,12.79,23232,1535.39,2922223,309,2021-04-21T18:09:06.418Z
nzwf46k6ybrj,47.31,457482,19085.06,158044527,960,2021-03-22T00:34:44.400Z
nyjp8m282f0t,12.45,6686,662.88,733047,74,2021-05-11T17:08:30.787Z
nxdf3rvh4bae,71.37,606725,3591.53,34962220,288,2021-06-08T15:42:42.743Z
ny8rcoesyz40,30.43,176947,2376.26,11812868,171,2021-05-30T01:51:40.970Z
nwy4ynnmzinf,9.62,27499,1045.12,2786062,158,2021-05-26T09:07:37.341Z
nwxejkubfck9,72.8,739772,6698.41,67691762,415,2021-05-07T21:24:21.54Z
nwxcguwcvdcf,62.46,449094,2955.44,20147316,268,2021-06-07T15:02:45.240Z
nxet29vp4db3,19.0,78608,2777.21,10990365,331,2021-05-14T23:51:09.351Z
nxzvqxghvgvk,43.73,378869,1272.59,9095517,115,2021-06-27T15:00:12.335Z
nwrgo3xpa41v,43.35,371047,4281.3,29673725,298,2021-05-20T04:02:00.378Z
nx3qyv5abz5a,14.76,35729,1043.52,2629860,128,2021-05-26T16:11:38.860Z
nvh7bc4p1u0x,37.65,271757,3833.33,21915487,426,2021-05-12T03:03:58.178Z
nwehxuq6hhck,33.47,213155,1808.46,12797529,168,2021-06-23T14:52:20.809Z
nvi1qm4eeh9t,47.41,231030,2830.72,19009074,241,2021-06-07T15:06:24.373Z
nvofm8omlpmj,7.1,7074,613.0,501792,92,2021-06-02T17:03:43.8Z
nvv5bvqh2cxr,54.92,259636,3891.72,60514550,342,2021-05-31T16:01:18.467Z
nv3637cqgild,14.66,38405,960.93,2472829,127,2021-05-18T19:55:37.503Z
nvqm3xcqhm0o,57.58,427840,15781.95,91070774,1915,2021-03-03T06:31:15.275Z
nv5q1calqbxi,39.24,296053,1914.4,13910482,184,2021-06-22T09:54:41.374Z
nwdntw9hu2ms,89.57,855799,3982.88,42465872,230,2021-06-09T23:26:33.693Z
nv1qmhq3emr2,9.78,6349,680.01,401999,82,2021-05-05T20:10:21.71Z
ntxi18cuklt0,9.73,3693,38.88,18093,8,2021-07-14T02:00:14.580Z
nur5mn1ou7c4,52.85,221216,3333.66,23068021,293,2021-06-02T01:48:11.282Z
nutox8qccut3,57.51,404051,1493.03,10056892,158,2021-06-17T02:51:30.877Z
nura1o2ynq6h,9.54,5750,787.71,1414868,142,2021-05-27T13:09:05.196Z
nul5p6mb79ob,32.36,198932,6530.53,29735881,697,2021-04-03T03:16:25.98Z
nt0mxev0zkbp,57.41,758602,33476.72,179552253,1633,2021-02-15T04:15:16.660Z
nsjlqek1plxv,57.95,779161,8375.74,123511002,8091,2021-04-25T02:20:32.74Z
num07muwoeei,6.25,40483,79173.18,98450966,1794,2020-10-14T07:18:27.87Z
nsh6yjje86xq,48.56,487664,5431.53,54237175,450,2021-05-17T05:40:02.73Z
nt5qcbm8ah1e,17.09,66915,4112.66,28584306,278,2021-05-10T06:39:37.6Z
nr40k3yed706,48.55,231883,3756.82,28634898,247,2021-05-19T15:57:49.953Z
nrouc2gpeq07,46.18,430246,1040.74,7434391,95,2021-07-01T06:01:01.288Z
nqyyel7e6qw6,19.21,80120,995.93,3300096,222,2021-06-08T15:19:04.204Z
nr2g2jee18y5,34.06,220795,2821.51,17741462,126,2021-05-31T09:25:43.11Z
nrq075p2w3jm,9.7,4501,370.9,274632,43,2021-05-30T05:05:26.906Z
nqzqk5zsh6ha,12.55,3000,3037.33,14155974,408,2021-05-18T16:21:45.753Z
ns5na6113145,15.3,57035,3642.5,18938165,351,2021-05-11T13:59:19.190Z
nqst9u8ffwdg,36.02,121185,3202.95,17385957,519,2021-05-13T15:45:43.928Z
nqxh5j9o4aph,20.88,230251,79001.26,86350872,1733,2020-02-16T17:08:14.541Z
nrmqx4lyskzr,9.79,3310,1271.69,3482292,235,2021-05-27T13:23:15.142Z
nq5vgs4jjr46,28.15,152766,1960.32,11312122,77,2021-05-29T13:48:13.893Z
npqs4ye6hpzp,49.83,248144,2223.27,15036009,220,2021-06-16T04:44:15.13Z
npqoyzjj4ppi,25.9,131783,8707.23,132279333,1060,2021-05-06T14:30:23.520Z
npi1keroya8k,8.93,44474,4305.22,37224202,515,2020-07-26T16:11:20.777Z
npw247tcw2ee,18.73,10479,111624.53,39928825,682,2019-04-13T00:58:05.440Z
nqp4wrgjwpov,82.73,611759,2116.73,16215354,143,2021-05-06T18:59:53.415Z
nqmluiativ0m,40.0,309402,1855.95,13540548,180,2021-06-22T09:58:26.101Z
npo1uf2ygkat,9.83,19707,449.98,620457,62,2021-06-09T13:15:26.784Z
np81eqvvmnil,19.19,79956,3800.23,16197676,225,2021-03-06T02:30:38.472Z
np86imwh6lso,20.49,207715,143173.45,166226644,1838,2020-05-01T16:17:50.700Z
no7pfp8r6q9y,14.47,160428,2428.16,21948245,115,2021-05-10T22:21:28.251Z
noekwnmx40qz,37.65,271717,905.12,6597787,81,2021-07-06T02:59:31.909Z
noqwdnu07rqn,44.02,385001,2889.23,18433077,94,2021-05-19T01:26:40.726Z
nogi778bzhjj,37.22,132933,5918.29,61851350,501,2021-05-02T22:12:32.702Z
nob7mittvqed,7.12,5802,356.97,237514,44,2021-06-02T02:08:31.431Z
nnsaysd17vs5,39.81,305933,1712.51,12247190,157,2021-06-23T14:55:27.499Z
nof0sp3m17gu,9.9,8368,3222.6,15836628,303,2021-05-07T09:44:22.819Z
noi4xnc1ev8m,13.25,22981,19895.45,12363476,1495,2020-07-25T07:00:49.319Z
nofefd0qugs9,36.05,247305,1899.47,13085682,195,2021-06-22T09:51:28.131Z
nntazif7jsnk,29.32,165144,6452.05,28632993,684,2021-04-03T03:16:45.413Z
nmiy21xtbk6y,27.65,197346,1306.61,7764427,62,2021-06-24T00:20:11.291Z
nmezwlh3o1uf,32.08,195366,1375.57,10211585,129,2021-06-28T10:30:20.600Z
nmuna2inl7gy,42.39,195878,2671.47,17820533,256,2021-06-07T15:08:15.224Z
nm8zcrx6s76f,14.24,149297,1531.04,6883185,211,2021-03-30T03:47:26.919Z
nna0t04k49bz,32.95,206608,6459.63,28692310,696,2021-04-03T03:18:14.493Z
nm9kw6irbtfj,13.11,29205,6533.29,20747735,359,2021-03-06T17:40:38.197Z
nlt9gvkoqop3,35.91,244453,1586.93,11686446,157,2021-06-27T07:28:00.152Z
nnkfuhjult7c,11.12,4040,895.29,717724,125,2021-04-14T12:57:20.341Z
nnknckr5szrg,36.29,251021,1559.62,11304650,148,2021-06-27T14:57:25.275Z
nlx6akleths7,29.12,163084,5321.63,25833917,375,2021-04-18T02:22:27.899Z
nl7o1mic8l3k,33.18,209533,1633.34,11583003,155,2021-06-27T07:26:15.888Z
nkiil3n7go6j,46.57,239890,3691.04,25773409,321,2021-06-02T01:20:03.311Z
nk7qdgp4ce2k,31.85,105920,1991.73,9075611,91,2021-05-13T19:28:12.702Z
nlf6yynu2k9e,42.51,354431,1086.51,8009081,105,2021-07-01T06:01:24.262Z
njpp4xq9zfgs,9.71,29205,2865.64,15089518,151,2021-05-08T02:27:13.929Z
nic9yx8r58tm,56.82,392683,1933.11,13117476,189,2021-06-17T02:44:26.836Z
niia97tyvh7t,9.69,3822,255.01,80021,30,2021-05-14T20:06:13.787Z
nj4muks9tspy,21.51,96149,5072.64,21428627,640,2021-04-14T23:35:26.302Z
nkdpbymck4rf,32.96,206735,6522.28,28621805,685,2021-04-03T03:18:04.176Z
nlle0d9p5441,47.93,472430,49198.59,258627625,1524,2021-02-01T11:08:48.693Z
nh0f7kj4ndd7,9.55,8980,594.61,343765,117,2021-02-26T09:19:03.73Z
ngw06dvyru2d,34.91,231600,2037.65,11047882,368,2021-06-09T17:12:15.513Z
ngt8y9ltbfmy,56.72,290056,2334.48,15513218,218,2021-06-16T04:42:34.909Z
ni5fa056iws1,41.7,339904,899.53,6716912,80,2021-07-01T06:05:49.751Z
nhaqan4b5uo0,35.26,236164,991.51,7053921,83,2021-07-01T06:03:59.182Z
ngp28vvpgc9u,9.63,10920,11506.93,20824279,1574,2020-03-21T11:49:12.434Z
nhl16u9tu03y,9.64,24451,1200.12,1323778,172,2021-03-25T15:17:23.592Z
ng86rw0y066j,19.35,185183,12499.31,146833638,1177,2021-03-14T06:21:45.755Z
ngoxqfvdtqc4,9.87,13931,32.93,96587,14,2021-07-16T10:13:40.328Z
ngc75y6o14nd,9.65,5780,525.23,159526,76,2021-05-13T02:37:34.114Z
nfg4ckevuz1f,16.55,63930,8084.77,15233425,797,2021-02-11T01:25:56.360Z
neoqsc07a2e2,58.02,340608,3400.97,23149325,289,2021-06-04T02:34:58.431Z
nff9ex16xcd8,48.2,478917,8004.07,77368337,665,2021-04-25T21:45:14.631Z
neoaurvlstn4,16.68,175806,2062.28,12350458,539,2021-04-17T18:38:48.441Z
nf89hzit90h8,12.85,44109,2687.6,15519428,492,2021-05-18T08:39:38.763Z
nelhr9hmh3av,61.8,1057797,16145.03,148666165,1290,2021-03-07T22:05:58.751Z
nfapbvhsks09,63.57,486909,82807.9,1466930205,17207,2021-04-26T17:06:17.922Z
nf22zaey4ggu,19.47,47830,1491.54,4546400,199,2021-05-18T14:02:56.921Z
nefz02tiesss,17.56,159489,4785.86,18314255,698,2021-03-01T03:12:12.887Z
nel6bhm8kl8j,14.31,4700,4997.34,946484,376,2019-07-11T21:06:55.364Z
nea43bcmynka,36.66,131088,1902.74,13510608,185,2021-06-17T02:52:59.396Z
ne0hua39fx1k,9.92,15521,478.4,512313,86,2021-06-18T16:35:08.490Z
ndkzuwab36f2,39.19,295200,3534.55,21582958,173,2021-05-26T15:40:53.453Z
ndzddu0cbir1,26.71,138850,1767.19,5487536,297,2021-05-07T21:25:02.973Z
ndedthqet0ay,35.96,245074,1457.48,10331160,135,2021-06-23T14:57:31.184Z
ndzo3i07gqbd,39.65,303005,14135.73,59979259,1880,2021-03-10T07:49:12.421Z
ncpmqww39qr7,9.58,12104,595.47,503778,78,2021-05-20T04:43:37.757Z
ndgheovl4ctc,22.16,270319,15085.09,76671621,734,2021-02-27T19:48:30.145Z
necympqqhe91,44.13,511589,427.89,4869501,39,2021-05-25T05:13:23.473Z
ne54tos8pj5j,28.25,153784,670.26,4790774,66,2021-07-01T06:01:59.421Z
ncibda6q0z1i,42.57,355512,1585.26,11647743,157,2021-06-27T15:00:57.386Z
nbuls74jer3z,47.87,471002,1882.33,13803378,91,2021-06-18T17:54:26.280Z
nbjp1zshhh18,31.94,192991,1676.81,8632603,184,2021-06-18T20:24:47.587Z
nbvzegdn52y4,9.87,21039,1555.85,3709637,198,2021-05-02T11:15:49.176Z
nchoxxw6wac7,36.24,250268,4483.37,25535068,225,2021-05-08T10:17:45.529Z
ncljq4xzwyn8,22.04,99854,946.77,3443613,144,2021-06-12T03:09:28.69Z
nb6ctqaj2yr9,10.21,16792,745.27,1933224,104,2021-05-12T03:46:11.78Z
nbsdo7jcyn7y,56.61,730326,4641.33,44088270,504,2021-05-17T15:05:59.835Z
nb6by5npd0le,4.44,5604,3697.03,653160,602,2019-04-12T21:00:06.837Z
ncc20bxub3i2,62.49,334144,3431.15,24066411,310,2021-06-04T02:33:56.558Z
navabmm3focl,43.99,384274,1531.74,11174973,151,2021-06-28T10:23:07.129Z
n9vk9cxqndbf,48.55,487552,2242.02,15543356,67,2021-03-07T14:32:24.597Z
nap3c4ok58et,9.81,8934,321.67,295102,39,2021-05-22T20:18:11.648Z
naux950nmmvj,29.83,85733,727.08,2522590,123,2021-05-04T13:57:43.80Z
na5qh7odzv12,9.79,3310,174.35,82885,30,2021-07-04T20:50:39.251Z
n9kipzykhb9s,46.28,432227,1187.98,8792108,117,2021-07-01T05:59:00.832Z
nb1hjkziuady,21.81,98216,5134.17,18081565,187,2021-03-28T22:04:31.405Z
na12blrk0ycx,62.74,454172,2002.5,14163550,187,2021-06-17T02:51:16.105Z
na2wantr8qn2,9.8,15284,254.86,1002888,34,2021-05-31T01:13:41.272Z
n9e096qwb976,56.34,813063,8146.75,98449817,1074,2021-05-12T20:18:35.326Z
n96butm4760p,47.69,466836,1449.91,10533589,153,2021-06-23T14:58:37.692Z
n907aeewplqw,23.4,180754,1051.47,7692259,42,2021-06-20T23:39:27.311Z
n9b3plqu7rbg,20.53,119718,337.86,2017552,21,2021-06-22T16:43:31.291Z
n84x1osjhwgn,45.57,417506,4401.4,31184861,357,2021-05-06T19:16:26.513Z
n8kxm9qdn1pf,37.96,276499,12050.27,44187272,1976,2021-03-09T04:06:36.133Z
n84qm5mpbd8a,32.37,199056,5987.05,50600436,233,2021-03-30T11:05:48.708Z
n8yktaf5f111,25.43,127755,6167.29,19770228,216,2021-03-27T22:48:26.7Z
n7j52fj7rb6n,23.63,65084,15779.39,43782385,517,2021-02-17T23:12:44.278Z
n8f3ot38pl82,56.72,339937,3523.5,25133209,311,2021-06-02T01:22:08.145Z
n7r2tmkeowpl,42.27,350090,5224.98,22262538,144,2021-04-01T06:50:15.45Z
n78unk6agcv5,40.68,321540,1533.12,10990578,156,2021-06-23T14:54:13.503Z
n6m7v5x82szl,29.72,169440,2436.34,13174441,82,2021-05-07T08:48:36.231Z
n68gkr8qtzp8,42.34,351396,1798.78,13155007,183,2021-06-23T14:52:38.390Z
n5x0u0y5fzz2,9.55,6825,265.01,155039,31,2021-06-16T09:29:18.626Z
n6ipupqyzhrj,50.28,216722,4307.38,30588531,271,2021-05-24T21:48:34.237Z
n7j1mlpualhf,46.27,243924,3231.85,22110098,284,2021-06-02T01:45:48.170Z
n5k8hw32o6e0,9.56,20261,646.78,2585964,61,2021-06-12T08:26:48.802Z
n693x2stx7z0,71.46,1665648,6402.57,96183345,886,2021-04-29T09:26:38.137Z
n7f0nqqi7yrw,15.5,6510,1337.07,505526,187,2021-03-13T16:38:03.406Z
n5toorrfigke,17.97,177310,24080.58,111487038,1576,2021-01-31T17:09:41.620Z
n4blsbzxhngy,54.38,654149,2255.1,23431299,150,2021-05-13T06:10:47.672Z
n55im43s67mn,39.97,130813,3455.15,24187221,321,2021-06-02T01:49:28.640Z
n46svcjmz3xi,9.75,5295,291.7,123760,34,2021-05-07T11:27:07.133Z
n560kgnkyj7x,42.35,351602,1231.55,8814986,126,2021-06-23T14:52:55.820Z
n5afscuxgaer,48.2,478936,1358.42,9905160,122,2021-06-28T10:30:24.743Z
n43srxhsg7xx,49.95,257707,2905.9,15856407,359,2021-06-02T15:48:16.500Z
n3spb9w7g5nh,112.37,2960457,6752.99,149545533,1901,2021-06-04T15:17:09.94Z
n49guxacbseh,33.23,210091,6564.58,28720468,669,2021-04-03T03:16:35.631Z
n52htjneyqpd,31.09,183928,15963.93,86546119,603,2021-03-02T02:12:41.150Z
n47yqjxfb441,14.85,54543,1913.17,6003361,323,2021-05-16T20:29:03.287Z
n25ymlliodam,42.16,348113,5516.82,25164255,135,2021-03-10T23:57:35.150Z
n2xawfdjh21u,34.8,230205,3623.54,26290559,284,2021-06-03T06:11:28.51Z
n2if4xl4ozx3,31.66,189998,1662.77,11991933,151,2021-06-27T02:20:03.519Z
n3ozms7gi2mw,12.44,9879,733.88,504894,98,2021-05-16T18:49:23.764Z
n3556a7ut1ff,13.97,85328,1277.99,10163954,47,2021-06-15T02:36:23.225Z
n3a45xxzo5b0,9.74,24794,1732.26,4494615,244,2021-05-06T06:04:57.269Z
n2ybe7j60eyk,12.19,41235,2941.95,10410007,635,2021-05-06T18:11:59.492Z
n24jjew6w2nq,9.97,8604,1634.17,2087506,260,2021-02-14T09:19:24.492Z
n2qcm8pqcj7h,22.07,100075,3070.96,9819325,350,2021-04-23T20:44:06.730Z
n21453pkdlcy,9.98,8440,1381.22,941356,177,2021-03-27T01:19:11.643Z
n15ijood70hu,9.58,5772,145.25,84076,19,2021-06-22T19:07:48.307Z
n1wrt4dggtpk,9.69,7454,719.74,1005865,90,2020-06-16T02:05:47.220Z
n0rhzn79wfxs,56.33,384736,3415.64,43219872,166,2021-06-17T22:39:46.224Z
n0ppkhw3zgj5,9.89,39700,3520.25,15647787,160,2021-04-27T22:20:27.227Z
n0ocwy9oa180,77.01,661564,17995.97,103614301,605,2021-01-29T00:23:53.217Z
n0w9nnwarloi,35.2,647185,11002.86,83137375,1665,2021-03-03T16:38:34.216Z
n046tx587ihb,45.86,423590,1481.72,10840506,144,2021-06-28T10:25:07.231Z
n00lk9bevin7,18.56,75089,2721.78,8201522,260,2021-02-13T23:14:24.968Z
n14dzckcko64,26.28,135101,3944.67,24490133,110,2021-05-04T13:25:25.346Z
mzvz7je8osb2,39.9,307601,3377.83,20860437,469,2021-05-18T20:09:17.282Z
myp3g7w3wzgm,6.34,9385,492.52,376003,61,2021-06-07T10:04:34.244Z
mz6h9cli0v6z,35.94,244855,2056.02,20708138,132,2021-06-26T07:08:06.72Z
my02y529cx7m,9.74,13736,1001.83,2262303,136,2021-04-16T15:24:43.997Z
mylbnb5h7ngc,57.7,385503,2348.83,15680265,229,2021-06-11T09:14:49.603Z
mxcxr2sej78o,9.65,9272,700.77,439327,86,2021-04-26T18:25:35.917Z
mzau7ngya3p6,35.78,953103,24758.25,278813365,1719,2021-02-24T18:10:06.245Z
mwxod63fqi3r,16.18,61875,432.9,1468217,68,2021-06-23T02:58:54.657Z
mxssmxdw9cze,84.32,703260,2836.78,26912683,367,2021-06-17T02:45:30.943Z
mx6xw49k8vvp,18.4,74172,4864.5,17585089,178,2021-03-28T22:07:10.83Z
mxihujkukief,21.87,163405,1195.83,8306605,47,2021-06-18T02:27:13.440Z
mw8l2kw3om1s,13.2,6510,393.54,328910,116,2021-06-17T22:20:15.613Z
mvks3cz6imnw,22.86,105562,2842.99,16967727,128,2021-05-31T09:28:50.344Z
mw3bxhfsps30,9.7,9854,1282.57,4063370,144,2021-05-11T05:38:12.862Z
mvim04tgzpc9,9.86,6410,330.18,215040,59,2021-06-24T16:32:49.215Z
mvvgmv6cx3h9,18.94,78243,594.68,1170670,80,2021-06-15T16:45:14.836Z
mw9tu9zumapa,13.92,12408,871.25,840850,154,2021-05-18T10:23:09.926Z
mvajpuspp3cx,9.87,7602,301.73,187866,36,2021-05-18T07:57:59.544Z
mvletn4rp2gx,47.4,224469,3906.05,21288880,326,2021-05-13T13:27:41.382Z
mva04sobn45e,34.41,225216,1033.65,4591409,55,2021-06-16T02:31:40.509Z
mwm3eluoek1x,57.85,775150,12524.22,64589693,527,2021-03-10T15:45:06.342Z
mu9761gte3np,9.9,8368,41.52,82339,7,2021-07-09T06:30:35.271Z
muhwtsf5rdw8,29.18,218191,5407.16,27062057,125,2021-03-25T13:59:03.764Z
mtji4pgjgyos,43.37,371292,1518.78,10877860,138,2021-06-27T14:59:59.13Z
mu8azx4la8q4,46.92,448185,2968.62,17407300,178,2021-05-16T21:03:25.357Z
msmrhrwmhw6m,9.2,43788,151.15,433354,26,2021-07-09T20:37:09.517Z
munfm2p08227,5.6,56063,3586.94,8455759,529,2021-02-11T19:47:39.113Z
mu2jxygptuwx,37.78,136325,4047.62,15718505,157,2021-04-01T21:02:04.205Z
msmj268zqp31,33.75,685114,4750.23,49965136,514,2021-05-13T23:08:17.582Z
mv56id0muovs,13.08,24435,3882.79,8053279,469,2021-03-19T06:57:06.309Z
mua0k7y68c23,85.63,1005121,8398.05,110857732,587,2021-05-10T13:30:17.904Z
msjt3ud3v84z,40.79,323592,1731.6,12203614,183,2021-06-23T14:53:31.17Z
mriv0v3aqzbz,28.11,152323,989.28,4858656,59,2021-06-25T15:00:01.659Z
mr7nfufzi6mx,67.35,452500,2700.34,18412082,254,2021-06-07T15:08:28.845Z
msidrz97d5xd,14.65,7410,491.83,547360,126,2021-04-24T08:38:59.238Z
ms2ue3unwyz7,65.63,346569,2376.32,15810239,222,2021-06-16T04:41:53.351Z
mrvvyffe1aoi,9.94,3990,855.55,344178,226,2021-05-17T18:53:31.312Z
ms55rkfa4gxj,9.82,6027,3283.18,9448366,487,2021-02-11T20:37:01.721Z
mqtfva2ksy6l,12.28,30893,1754.37,2741294,566,2019-04-12T16:52:03.245Z
mqhozw4qgxdm,47.9,207647,7485.85,35637937,366,2021-04-02T01:57:04.476Z
mr9b5hva84y4,59.6,515729,4231.97,33086079,443,2021-04-30T18:36:07.31Z
mp3yfdjpmhtz,68.13,569671,4202.56,41617228,305,2021-05-07T08:08:11.714Z
mpx2ubjs9pj6,42.3,350603,1884.28,13818696,174,2021-06-22T09:55:55.920Z
mpcvl580c4it,13.19,108409,1223.5,7416888,56,2021-05-23T22:14:17.648Z
mptd5i78xumh,9.55,17898,2710.46,8758214,353,2021-04-26T20:12:52.360Z
mq0zpevntgdk,45.4,413930,6059.65,47912829,355,2021-04-27T23:21:33.609Z
momuz3hifm3b,9.84,8020,680.57,1061640,83,2021-06-03T17:04:27.922Z
mqgbk1i7zii4,13.64,10388,4656.5,11573329,497,2021-02-27T00:12:32.555Z
mpmq7rqb6k8u,31.58,470527,633.0,6007623,258,2021-07-03T20:51:47.859Z
movov9ykh8nz,16.32,238963,5951.97,23582692,721,2021-02-26T02:42:35.853Z
morgfxoni2na,67.19,1365352,5991.08,82897573,432,2021-05-09T09:20:33.724Z
moainoimnmnk,9.66,6264,145.31,94988,21,2021-06-22T19:08:03.621Z
mn69j5meh9si,41.93,152663,2640.67,12217589,336,2021-05-18T06:15:02.284Z
mo2pbc8xu3nm,27.37,74001,2229.75,9146825,348,2021-05-17T12:34:48.382Z
mo7apkwx6r20,48.37,240082,3473.48,24482588,309,2021-06-02T01:45:28.918Z
mnakx9kqh9v6,12.77,9025,1353.35,1114535,161,2021-03-11T06:51:21.622Z
mmzpxop0cs26,14.66,8835,576.26,266638,68,2021-05-26T09:14:33.732Z
moja6njgcrlj,9.57,7350,3006.88,1912751,396,2021-01-04T22:39:33.885Z
mn2di6cxdssx,74.76,807677,8402.17,72003155,497,2021-04-22T07:45:41.596Z
mn1kyr0j10gy,62.12,1073327,9118.45,129416584,1051,2021-05-01T18:52:11.453Z
mnoqaxxxtkrf,19.91,13908,19214.68,3365464,2208,2019-04-12T22:11:18.813Z
mktdgr0u66b9,6.69,15783,62.39,130445,17,2021-07-14T02:09:17.608Z
mmud28q05bq0,32.36,152607,4375.27,32421491,201,2021-05-21T22:59:43.220Z
mm4icbvz41cs,28.17,152924,2111.85,12430098,78,2021-05-21T22:57:02.95Z
mlabg3h2ynbw,39.02,672347,6219.22,38808207,200,2021-04-10T11:03:59.538Z
mkiv48szbbti,13.22,24527,185.1,444939,28,2021-06-30T08:43:54.271Z
mmuqn31ae7ek,84.38,982873,12836.38,158497176,1116,2021-04-12T17:52:11.818Z
mmk848o1a4ix,33.32,211283,2087.91,15001266,59,2021-05-20T00:25:11.660Z
mkf1ydskq6nb,27.16,142720,1594.06,11613183,153,2021-06-27T14:54:13.776Z
mloink11g62f,53.65,236634,2317.6,15556082,208,2021-06-16T04:43:20.336Z
mmq3vky7mtvc,11.51,38269,2767.33,5995355,533,2021-04-09T22:33:28.493Z
mjl8rummmleg,23.26,155068,1165.34,8136375,46,2021-06-15T03:08:19.649Z
mkbh55qobodg,31.9,447960,2331.59,26023799,109,2021-05-24T23:28:18.149Z
mjfbnb36zmci,14.19,3310,466.32,183470,78,2021-06-05T02:22:03.740Z
mjr51220apa7,65.31,406417,3777.86,27493836,108,2021-05-26T23:18:20.957Z
mjpoupj30u60,41.07,328480,1722.36,12568396,168,2021-06-23T14:55:11.940Z
mk2ewjhieojg,50.5,538944,8485.24,112010059,632,2021-04-24T18:31:03.244Z
mje5uztrzs15,4.62,16368,986.83,2380526,203,2021-03-24T03:20:04.156Z
mj2s01w8vefb,29.62,530528,4686.03,56971082,669,2021-05-08T05:53:08.481Z
mj3gacqt0hq9,9.9,6439,1669.33,1789643,221,2021-02-27T17:49:38.223Z
mj4oz2fonhhz,24.65,120988,5320.51,24743811,225,2021-04-06T20:31:25.748Z
mifx2glwvo4u,42.45,353312,1524.71,11279526,157,2021-06-27T02:14:01.755Z
mipebv699k3n,48.02,265279,7581.31,101705818,610,2021-05-17T11:52:39.9Z
mhytgbstwevw,25.41,127573,828.97,3893961,152,2021-06-20T20:17:08.929Z
mhtb7p9stxfh,48.11,476923,1197.07,9044720,64,2021-05-17T19:12:09.79Z
miehtgtqngr5,12.87,44198,2306.51,9938050,988,2021-05-17T13:54:20.793Z
mhst77qhara7,12.88,7881,301.12,358882,34,2021-05-13T19:04:16.65Z
mhrd6an7bnoo,14.32,4040,654.96,466449,89,2021-05-17T09:35:23.413Z
mhukh1nwu7e9,12.96,29832,1065.04,2125166,174,2020-06-30T04:07:58.276Z
mj18ji7h0jrp,33.68,215889,2731.69,19364006,77,2021-04-15T15:33:46.332Z
mi37xesg8vls,13.03,10047,10349.29,8084861,1454,2020-09-06T20:43:17.94Z
mh0tp85qdpq7,14.03,14820,556.17,1060600,195,2021-05-12T18:54:51.585Z
mgwbodclwd3z,15.12,10625,516.26,575713,61,2021-06-03T12:24:14.377Z
mgvvsr49rv9y,33.2,209775,3013.45,24140778,92,2021-05-19T01:40:27.143Z
mhmm29dvba1t,23.5,177896,1129.98,8661148,44,2021-06-20T23:39:07.36Z
mgqdw2bbu3o8,29.19,75900,1371.9,4518157,199,2019-11-13T00:50:01.323Z
mhopsy43fe7b,54.73,665068,7626.45,96898240,607,2021-04-24T03:02:22.664Z
mh79h9zb0gnm,9.64,6620,1354.68,1779147,242,2021-05-03T04:24:48.803Z
mgs36gu0756c,9.76,8400,754.79,2230814,109,2021-05-06T01:32:37.717Z
mgnzzd036uzy,52.63,353281,6823.14,44338736,531,2021-04-28T15:41:21.730Z
mhekmwve499k,13.76,48037,2416.23,8077807,387,2021-05-06T14:56:59.904Z
mdfepgsk1ds9,47.26,1269389,1680.16,28676378,943,2021-07-03T20:58:29.379Z
mfhny5oy36r1,22.24,278874,690.39,6939203,46,2021-05-21T14:18:59.724Z
mgf8mk150cp4,14.6,3100,778.67,660619,151,2021-04-27T15:21:34.342Z
mgkeiw6jda1r,73.31,479812,2376.78,15625985,228,2021-06-16T04:41:56.545Z
md7o482v5k45,7.13,7103,104.55,63963,17,2021-06-28T18:24:58.171Z
me72zg2cin83,8.07,52070,3367.19,7816156,547,2021-03-13T19:03:28.175Z
mg74lyqkhdt1,13.29,23071,1244.16,3234377,173,2021-05-15T17:16:30.799Z
mdww6gy6oa7e,5.04,7047,8586.32,2414647,750,2020-01-23T01:41:35.292Z
meu0mreats4a,9.89,9011,1102.15,1343613,174,2021-04-23T10:01:21.529Z
mdaoz09o3mz9,9.82,3310,806.91,2378257,81,2021-05-06T19:40:01.412Z
md09k91mmldr,15.29,16694,812.22,1236995,112,2021-05-05T06:07:20.848Z
mbzsfcujzru7,18.72,118008,1731.29,24528934,97,2021-06-15T02:36:18.423Z
mbk87kh8qzjw,68.58,473131,2127.59,14682753,206,2021-06-17T02:48:36.633Z
mc4j03x0pjle,22.82,160587,1070.63,7168073,44,2021-06-18T02:30:32.250Z
mc54f08jtorw,39.05,293103,1886.83,13665420,183,2021-06-22T09:56:03.988Z
mc9kjt9cic29,35.99,246440,1637.45,12021923,146,2021-06-27T02:13:09.181Z
mcmgzej6cz2a,9.59,4940,187.26,174373,38,2021-03-10T09:15:10.960Z
